Institution Index,Institution,Last Name,Mid Name,First Name,Ph.D. Graduation Year,Ph.D. Graduate School,Research Interest,H-index,Citations,Publications,Publications Divided by Co-authors,Remarks,Collector,,,,,,,
493,University of Texas at Austin,Krähenbühl,,Philipp,2014,Stanford University,Computer vision,28,11014,24,7.9,,Shuai An,,,,,,,
493,University of Texas at Austin,Lam,Sin-Sing,Simon,1974,University of California - Los Angeles,,52,13347,18,7.9,No Research Interest,Dianze Li,,,,,,,
493,University of Texas at Austin,Lifschitz,,Vladimir,1969,Steklov Institute of Mathematics,Artificial intelligence,62,23699,15,8.8,No corresponding university in idx2institution,Dianze Li,,,,,,,
493,University of Texas at Austin,Lin,,Calvin,1992,University of Washington,Computer architecture,40,5783,20,7.8,,Shuai An,,,,,,,
493,University of Texas at Austin,Liu,,Qiang,2015,University of California - Irvine,Machine learning & data mining,30,3092,31,10.8,Get 0001 in name,Shuai An,,,,,,,
493,University of Texas at Austin,Miikkulainen,,Risto,1990,University of California - Los Angeles,"Artificial intelligence,Machine learning & data mining",65,20083,26,11,,Shuai An,,,,,,,
493,University of Texas at Austin,Miranker,P.,Daniel,1987,Columbia University,,29,3136,7,3,"Can't get full Mid Name, no Research Interest",Dianze Li,,,,,,,
493,University of Texas at Austin,Misra,,Jayadev,1972,Johns Hopkins University,,42,14260,1,0.5,No Research Interest,Dianze Li,,,,,,,
493,University of Texas at Austin,Mok,Ka-Lau,Aloysius,1983,Massachusetts Institute of Technology,Embedded & real-time systems,50,14235,47,16.4,,Shuai An,,,,,,,
493,University of Texas at Austin,Mooney,Joseph,Raymond,1988,University of Illinois at Urbana-Champaign,"Artificial intelligence,Natural language processing,Machine learning & data mining",86,37001,91,38.1,,Shuai An,,,,,,,
493,University of Texas at Austin,Moore,Strother,J,1973,University of Edinburgh,"Artificial intelligence,Logic & verification",46,13901,4,3,,Dianze Li,,,,,,,
493,University of Texas at Austin,Moshkovitz,,Dana,2008,Weizmann Institute of Science,Algorithms & complexity,14,1075,8,4,,Dianze Li,,,,,,,
493,University of Texas at Austin,Niekum,,Scott,2013,University of Massachusetts Amherst,Robotics,18,1209,25,8.9,,Shuai An,,,,,,,
493,University of Texas at Austin,Novak,S.,Gordon,1976,University of Texas at Austin,Artificial intelligence,14,759,2,1.5,Can't get full Mid Name,Dianze Li,,,,,,,
493,University of Texas at Austin,Peter,,Simon,2012,Swiss Federal Institute of Technology Zurich,"Operating systems,Computer networks",35,9096,13,2.3,,Dianze Li,,,,,,,
493,University of Texas at Austin,Pingali,,Keshav,1986,Massachusetts Institute of Technology,"High-performance computing,Programming languages,Computer architecture",58,11030,49,15.5,,Shuai An,,,,,,,
493,University of Texas at Austin,Plaxton,,C. Greg,1989,Stanford University,Algorithms & complexity,29,5414,19,9.4,,Dianze Li,,,,,,,
493,University of Texas at Austin,Porter,W.,Bruce,,,Artificial intelligence,34,4694,10,3.9,"Can't get  Ph.D. Graduation Year, Ph.D. Graduate School and full Mid Name",Dianze Li,,,,,,,
493,University of Texas at Austin,Price,,Eric,2013,Massachusetts Institute of Technology,Algorithms & complexity,23,3602,27,10.5,,Shuai An,,,,,,,
493,University of Texas at Austin,Qiu,,Lili,2001,Cornell University,Mobile computing,57,14164,38,8.5,,Shuai An,,,,,,,
493,University of Texas at Austin,Ramachandran,,Vijaya,,Princeton University,,39,6095,20,9.5,"Can't get  Ph.D. Graduation Year, no Research Interest",Dianze Li,,,,,,,
493,University of Texas at Austin,Rossbach,Jone,Christopher,2009,University of Texas at Austin,"Computer architecture,Operating systems",22,2561,18,3.4,,Dianze Li,,,,,,,
493,University of Texas at Austin,Shacham,,Hovav,2005,Stanford University,Computer security,46,26684,31,8.5,,Shuai An,,,,,,,
493,University of Texas at Austin,Stone,,Peter,1998,Carnegie Mellon University,Artificial intelligence,82,29757,100,36.5,,Shuai An,,,,,,,
493,University of Texas at Austin,van de Geijn,A.,Robert,1987,University of Maryland - College Park,High-performance computing,53,9725,6,1.7,Can't get full Mid Name,Dianze Li,,,,,,,
493,University of Texas at Austin,Vouga,,Etienne,,Columbia Computer Graphics Group,Computer graphics,18,1692,15,3.3,"Can't get  Ph.D. Graduation Year, no corresponding university in idx2institution",Dianze Li,,,,,,,
493,University of Texas at Austin,Waters,,Brent,2004,Princeton University,Cryptography,78,49172,80,30.7,,Shuai An,,,,,,,
493,University of Texas at Austin,Witchel,,Emmett,2004,Massachusetts Institute of Technology,"Operating systems,Computer architecture",37,7016,31,6.9,,Shuai An,,,,,,,
493,University of Texas at Austin,Zhang,,Yin,2001,Cornell University,"Computer networks,Measurement & perf. analysis",97,53747,27,6,Get 0001 in name,Shuai An,,,,,,,
493,University of Texas at Austin,Zhu,,Yuke,2019,Stanford University,"Computer vision,Robotics",21,4443,21,4.4,,Shuai An,,,,,,,
493,University of Texas at Austin,Zuckerman,,David,1991,University of California - Berkeley,Algorithms & complexity,38,7273,39,17.7,,Shuai An,,,,,,,
461,University of Pennsylvania,Agarwal,,Shivani,,,Machine learning & data mining,26,4112,19,7.7,"Can't get  Ph.D. Graduation info, end with 0001",Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Alur,,Rajeev,1991,Stanford University,Logic & verification,89,45367,79,27.8,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Angel,,Sebastian,,University of Texas at Austin,"Computer security,Operating systems",7,758,8,2.3,Can't get  Ph.D. Graduation Year,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Badler,Ira,Norman,1975,University of Toronto,Computer graphics,72,20197,23,8.1,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Baker,Shaun Joazeiro de,Ryan,2005,Carnegie Mellon University,,60,17539,3,1.4,no interest,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Barash,,Yoseph,2005,Hebrew University of Jerusalem,Comp. bio & bioinformatics,22,4307,5,1.6,,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Callison-Burch,,Chris,2008,University of Edinburgh,Natural language processing,51,18727,44,14,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Daniilidis,,Kostas,1992,Karlsruhe Institute of Technology,"Computer vision,Robotics",68,14399,101,33.8,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Davidson,,Susan,1982,Princeton University,Databases,47,10330,17,4.7,,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,De,,Anindya,2013,University of California - Berkeley,Algorithms & complexity,17,852,20,8,,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,DeHon,,André,1996,Massachusetts Institute of Technology,"Computer security,Programming languages",56,14186,9,3,,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Devietti,,Joseph,2012,University of Washington,Computer architecture,17,1854,20,4.6,,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Gallier,Henri,Jean,1972,University of California - Los Angeles,,35,6564,6,2,no interest,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Gee,,James,1996,University of Pennsylvania,Computer vision,71,31773,9,2.6,Can't get full middle name,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Guha,,Sudipto,2000,Stanford University,Algorithms & complexity,58,22028,50,16.4,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Haeberlen,,Andreas,2009,Rice University,"Computer networks,Operating systems",36,5756,25,5.5,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Hassani,Hamed,Seyed,,Ecole Polytechnique Fédérale de Lausanne,Machine learning & data mining,28,2079,19,5,"Can't get  Ph.D. Graduation Year,  Ph.D. Graduate School is not in index",Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Ives,George,Zachary,2002,University of Washington,Databases,39,12429,21,6,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Jayaraman,,Dinesh,2017,University of Texas at Austin,Computer vision,15,1397,10,3.9,,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Jiang,,Chenfanfu,2015,University of California - Los Angeles,Computer graphics,22,1374,23,4.1,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Kannan,,Sampath,1989,University of California - Berkeley,Algorithms & complexity,44,10242,39,12.4,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Kearns,,Michael,1989,Harvard University,Machine learning & data mining,70,22218,78,27.2,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Khanna,,Sanjeev,1996,Stanford University,Algorithms & complexity,65,15557,86,28.2,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Koditschek,E.,Daniel,1983,Yale University,Robotics,63,20348,64,26.2,Can't get full middle name,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Kumar,,Vijay,1987,Ohio State University,Robotics,108,53218,204,64.4,Name ended with 0001,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Lee,,Insup,1983,University of Wisconsin - Madison,Embedded & real-time systems,63,18451,50,14.5,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Liberman,,Mark,1975,Massachusetts Institute of Technology,Natural language processing,45,16690,3,0.6,,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Liu,,Vincent,2016,University of Washington,Computer networks,12,1473,13,3,,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Loo,Thau,Boon,2006,University of California - Berkeley,"Databases,Computer networks",41,8411,23,4.2,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Mangharam,,Rahul,,Carnegie Mellon University,Embedded & real-time systems,36,5060,8,2.6,Can't get  Ph.D. Graduation Year,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Marcus,P,Mitchell,1978,Massachusetts Institute of Technology,Natural language processing,38,21405,12,4.2,Can't get full middle name,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Mintz,,Max,,,Robotics,13,776,4,1.8,Can't get  Ph.D. Graduation info,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Naik,,Mayur,2008,Stanford University,Programming languages,31,7783,35,9.2,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Nenkova,,Ani,2006,Columbia University,Natural language processing,47,8616,30,11.4,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Pappas,J.,George,1998,University of California - Berkeley,Robotics,90,31885,43,11.1,Can't get full middle name,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,PHAN,Thi Xuan,Linh,2009,National University of Singapore,Embedded & real-time systems,23,1445,26,6.8,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Pierce,Crawford,Benjamin,1991,Carnegie Mellon University,Programming languages,65,20253,33,11.3,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Posa,,Michael,2017,Massachusetts Institute of Technology,Robotics,8,877,3,1.2,,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Pratik,,Chaudhari,2018,University of California - Los Angeles,Robotics,10,778,2,0.6,,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Rabin,,Tal,1994,Hebrew University,Cryptography,47,13712,30,9.9,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Rakhlin,,Alexander,,,Machine learning & data mining,,,16,6.4,"Can't get  Ph.D. Graduation info, no  H and C",Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Roth,,Aaron,2010,Carnegie Mellon University,"Algorithms & complexity,Economics & computation,Machine learning & data mining",40,8511,58,17.7,Name ended with 0001,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Roth,,Dan,1995,Harvard University,Natural language processing,79,28879,157,59.5,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Scedrov,,Andre,,,,43,9029,11,3.2,"Can't get  Ph.D. Graduation info, no  Interest",Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Shi,,Jianbo,1998,University of California - Berkeley,Computer vision,50,41698,57,20.1,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Sung,R,Cynthia,2016,Massachusetts Institute of Technology,Robotics,12,622,7,1.7,Can't get full middle name,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Tannen,,Val,,,Databases,40,6899,16,6,"Can't get  Ph.D. Graduation info, H and C coms from semantic",Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Taylor,Jose,Camillo,1994,Yale University,Robotics,51,12286,56,20.8,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Ungar,H.,Lyle,1984,Massachusetts Institute of Technology,"Natural language processing,Machine learning & data mining",78,33017,46,13.7,Can't get full middle name,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Vohra,V,Rakesh,1985,University of Maryland - College Park,Economics & computation,39,7961,7,1.9,Can't get full middle name,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Wang,,Li-San,2003,University of Texas at Austin,,52,17361,8,2.5,,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Watts,J,Duncan,1997,Cornell University,"Economics & computation,The Web & information retrieval",58,100234,11,3.2,Can't get full middle name,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Weirich,,Stephanie,2002,Cornell University,Programming languages,33,4268,11,3.5,,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Yatskar,,Mark,,University of Washington,Natural language processing,15,1641,14,3.9,Can't get  Ph.D. Graduation Year,Hongcheng Wang,,,,,,,
461,University of Pennsylvania,Yim,,Mark,1995,Stanford University,Robotics,48,10676,60,20.2,,Qinyuan Zheng,,,,,,,
461,University of Pennsylvania,Zdancewic,,Steve,2002,Cornell University,Programming languages,45,7181,21,6.5,,Qinyuan Zheng,,,,,,,
429,University of Michigan,Ackerman,S.,Mark,1994,Massachusetts Institute of Technology,Human-computer interaction,57,16616,23,6.8,,Zhou Wu,,,,,,,
429,University of Michigan,Adar,,Eytan,2009,University of Washington,Human-computer interaction,48,14625,34,10.4,,Hanyue Chen,,,,,,,
429,University of Michigan,Atkins,E.,Daniel,1970,University of Illinois at Urbana-Champaign,"Design automation,Computer architecture",12,"1,596",6,2.1,https://www.semanticscholar.org/author/D.-Atkins/40433877,Haoran Zhang,,,,,,,
429,University of Michigan,Austin,M.,Todd,1996,University of Wisconsin - Madison,"Computer architecture,Design automation",60,30226,43,13.4,,Hanyue Chen,,,,,,,
429,University of Michigan,Banovic,,Nikola,2018,Carnegie Mellon University,Human-computer interaction,12,600,10,2.7,,Haoran Zhang,,,,,,,
429,University of Michigan,Baveja,Singh,Satinder,1993,University of Massachusetts Amherst,"Artificial intelligence,Machine learning & data mining",65,26831,84,31.6,"same person, different names",Hanyue Chen,,,,,,,
429,University of Michigan,Bertacco,,Valeria,2003,Stanford University,Design automation,41,5676,36,10.9,,Hanyue Chen,,,,,,,
429,University of Michigan,Blaauw,Theodore,David,1992,University of Illinois at Urbana-Champaign,Design automation,91,35742,81,18.5,,Hanyue Chen,,,,,,,
429,University of Michigan,Budak,,Ceren,2012,University of California - Santa Barbara,The Web & information retrieval,17,1833,9,3.5,,Haoran Zhang,,,,,,,
429,University of Michigan,Cafarella,J.,Michael,2009,University of Washington,Databases,39,10013,23,6.2,,Zhou Wu,,,,,,,
429,University of Michigan,Chai,Yue,Joyce,1998,Duke University,Natural language processing,26,2353,31,11,from semantic scholar,Hanyue Chen,,,,,,,
429,University of Michigan,Chen,M.,Peter,1992,University of California - Berkeley,Computer architecture,51,13050,35,9.2,,Hanyue Chen,,,,,,,
429,University of Michigan,Cheraghchi,,Mahdi,2010,Swiss federal Institute of Technology Lausanne,Algorithms & complexity,15,938,4,2.1,,Haoran Zhang,,,,,,,
429,University of Michigan,Chowdhury,,Mosharaf,2015,University of California - Berkeley,Computer networks,24,18060,20,4.6,,Zhou Wu,,,,,,,
429,University of Michigan,Compton,J,Kevin,,,,17,63,1,0.5,"from semanticscholar,no interests",Shihe Shen,,,,,,,
429,University of Michigan,Corso,Joseph,Jason,2005,Johns Hopkins University,Computer vision,39,7929,39,13.5,,Hanyue Chen,,,,,,,
429,University of Michigan,Das,,Reetuparna,2010,Pennsylvania State University,Computer architecture,28,3534,27,5.7,,Zhou Wu,,,,,,,
429,University of Michigan,Dillahunt,,Tawanna,2012,Carnegie Mellon University,Human-computer interaction,21,2355,16,5.7,,Zhou Wu,,,,,,,
429,University of Michigan,Dreslinski,G.,Ronald,2011,University of Michigan,"Computer architecture,Design automation",35,5922,22,3.4,,Zhou Wu,,,,,,,
429,University of Michigan,Durfee,H.,Edmund,1987,University of Massachusetts Amherst,Artificial intelligence,54,11469,29,12,from semantic scholar,Hanyue Chen,,,,,,,
429,University of Michigan,Ensafi,,Roya,2014,University of New Mexico,"Computer security,Measurement & perf. analysis",15,751,10,1.8,,Haoran Zhang,,,,,,,
429,University of Michigan,Fouhey,Ford,David,2016,Carnegie Mellon University,Computer vision,16,1617,15,4,,Haoran Zhang,,,,,,,
429,University of Michigan,Fu,,Kevin,2005,Massachusetts Institute of Technology,Computer security,40,10570,17,3.6,,Zhou Wu,,,,,,,
429,University of Michigan,Genkin,,Daniel,2016,Israel Institute of Technology,Computer security,26,5241,23,4.3,,Zhou Wu,,,,,,,
429,University of Michigan,Gilbert,,Eric,2011,University of Illinois at Urbana-Champaign,Human-computer interaction,35,7588,18,6.6,,Zhou Wu,,,,,,,
429,University of Michigan,Guzdial,,Mark,1993,University of Michigan,Human-computer interaction,57,17225,2,0.8,,Shihe Shen,,,,,,,
429,University of Michigan,Halderman,Alex,J.,2009,Princeton University,Computer security,41,10649,34,6.9,,Hanyue Chen,,,,,,,
429,University of Michigan,Hayes,Patrick,John,1970,University of Illinois at Urbana-Champaign,Design automation,67,15077,26,11.6,,Zhou Wu,,,,,,,
429,University of Michigan,Hero,O,Alfred,1984,Princeton University,Machine learning & data mining,72,32341,10,4.3,III,Haoran Zhang,,,,,,,
429,University of Michigan,Jagadish,Visvesvaraya,Hosagrahar,1985,Stanford University,Databases,94,38550,92,32.3,,Hanyue Chen,,,,,,,
429,University of Michigan,Jamin,,Sugih,1996,University of Southern California,"Computer networks,Measurement & perf. analysis",42,"11,389",7,1.8,,Haoran Zhang,,,,,,,
429,University of Michigan,Jenkins,Chadwicke,Odest,2003,University of Southern California,Robotics,36,4593,27,8.4,,Zhou Wu,,,,,,,
429,University of Michigan,Johnson,,Justin,2015,Stanford University,Computer vision,16,9441,15,3.7,1,Haoran Zhang,,,,,,,
429,University of Michigan,Jurgens,,David,2014,University of California - Los Angeles,Natural language processing,24,2518,12,4.4,,Haoran Zhang,,,,,,,
429,University of Michigan,Kapritsos,,Manos,2014,University of Texas at Austin,Operating systems,10,1068,12,2.1,,Haoran Zhang,,,,,,,
429,University of Michigan,Kasikci,,Baris,2015,Swiss federal Institute of Technology Lausanne,"Operating systems,Computer architecture",13,1124,12,2.3,,Haoran Zhang,,,,,,,
429,University of Michigan,Kay,,Matthew,2016,University of Washington,Human-computer interaction,23,1694,21,5.9,1,Zhou Wu,,,,,,,
429,University of Michigan,Kieras,E,David,1974,University of Michigan,Human-computer interaction,53,15191,9,3.5,,Haoran Zhang,,,,,,,
429,University of Michigan,Koutra,,Danai,2015,Carnegie Mellon University,Machine learning & data mining,25,3489,13,2.6,,Haoran Zhang,,,,,,,
429,University of Michigan,Kuipers,,Benjamin,1977,Massachusetts Institute of Technology,"Robotics,Computer vision",66,21219,55,25.1,,Hanyue Chen,,,,,,,
429,University of Michigan,Lafortune,,Stéphane,1986,University of California - Berkeley,,55,18617,3,0.7,no interests,Shihe Shen,,,,,,,
429,University of Michigan,Laird,Edwin,John,1983,Carnegie Mellon University,Artificial intelligence,56,18043,28,13.2,,Zhou Wu,,,,,,,
429,University of Michigan,Lasecki,S.,Walter,2015,University of Rochester,Human-computer interaction,27,2798,29,6.4,,Hanyue Chen,,,,,,,
429,University of Michigan,Liu,,Mingyan,2000,University of Maryland - College Park,"Artificial intelligence,Computer vision",44,10419,18,5.7,,Zhou Wu,,,,,,,
429,University of Michigan,Madhyastha,V.,Harsha,2008,University of Washington,Computer networks,31,4770,27,5.4,,Zhou Wu,,,,,,,
429,University of Michigan,Mahlke,A.,Scott,1997,University of Illinois at Urbana-Champaign,Computer architecture,71,17187,74,17.9,,Hanyue Chen,,,,,,,
429,University of Michigan,Mao,Morley,Zhuoqing,2003,University of California - Berkeley,"Mobile computing,Computer security,Measurement & perf. analysis",70,18746,59,12.8,,Hanyue Chen,,,,,,,
429,University of Michigan,Markov,L.,Igor,2001,University of California - Los Angeles,Design automation,66,14833,43,13.1,,Hanyue Chen,,,,,,,
429,University of Michigan,Mars,,Jason,2012,University of Virginia,Computer architecture,33,4158,30,6,,Hanyue Chen,,,,,,,
429,University of Michigan,Mazumder,,Pinaki,1988,University of Illinois at Urbana-Champaign,Design automation,38,9436,3,1.2,,Shihe Shen,,,,,,,
429,University of Michigan,Mei,,Qiaozhu,2009,University of Illinois at Urbana-Champaign,"The Web & information retrieval,Machine learning & data mining",50,13178,50,13,,Hanyue Chen,,,,,,,
429,University of Michigan,Mihalcea,,Rada,2001,Southern Methodist University,Natural language processing,72,25918,46,16.4,,Hanyue Chen,,,,,,,
429,University of Michigan,Mozafari,,Barzan,2011,University of California - Los Angeles,Databases,26,2638,22,6.4,,Zhou Wu,,,,,,,
429,University of Michigan,Mudge,T.,Trevor,1977,University of Illinois at Urbana-Champaign,"Computer architecture,Design automation",73,30498,72,18.7,,Hanyue Chen,,,,,,,
429,University of Michigan,Narayanasamy,,Satish,2007,University of California - San Diego,Computer architecture,31,3772,33,8.6,,Hanyue Chen,,,,,,,
429,University of Michigan,Nebeling,,Michael,2015,Swiss Federal Institute of Technology Zurich,Human-computer interaction,19,992,17,5.5,,Zhou Wu,,,,,,,
429,University of Michigan,Newman,W.,Mark,2007,University of California - Berkeley,Human-computer interaction,39,6906,27,7.3,,Zhou Wu,,,,,,,
429,University of Michigan,Noble,D.,Brian,1998,Carnegie Mellon University,Mobile computing,42,11045,22,7.4,,Zhou Wu,,,,,,,
429,University of Michigan,Omar,,Cyrus,2017,Carnegie Mellon University,Programming languages,9,418,3,0.7,,Shihe Shen,,,,,,,
429,University of Michigan,Oney,,Stephen,2015,Carnegie Mellon University,Human-computer interaction,11,731,6,1.7,,Haoran Zhang,,,,,,,
429,University of Michigan,Owens,,Andrew,2016,Massachusetts Institute of Technology,Computer vision,15,2074,14,3.2,,Haoran Zhang,,,,,,,
429,University of Michigan,Papaefthymiou,C,Marios,1993,Massachusetts Institute of Technology,Design automation,28,"2,678",11,4.7,,Haoran Zhang,,,,,,,
429,University of Michigan,Peikert,,Chris,2006,Massachusetts Institute of Technology,Cryptography,44,14350,30,13.3,,Hanyue Chen,,,,,,,
429,University of Michigan,Pettie,,Seth,2003,University of Texas at Austin,Algorithms & complexity,29,3314,33,15.1,,Hanyue Chen,,,,,,,
429,University of Michigan,Prakash,,Atul,1988,University of California - Berkeley,"Computer security,Computer vision",46,7829,17,5.8,,Zhou Wu,,,,,,,
429,University of Michigan,Provost,Mower,Emily,2010,University of Southern California,Artificial intelligence,26,3932,3,1,,Shihe Shen,,,,,,,
429,University of Michigan,Romero,M,Daniel,2012,Cornell University,The Web & information retrieval,18,"5,410",6,1.8,,Haoran Zhang,,,,,,,
429,University of Michigan,Sakallah,A.,Karem,1981,Carnegie Mellon University,,48,10443,27,9.9,no interests,Zhou Wu,,,,,,,
429,University of Michigan,Sample,P,Alanson,2011,University of Washington,Human-computer interaction,36,7418,14,3.2,,Haoran Zhang,,,,,,,
429,University of Michigan,Schaub,,Florian,2013,University of Ulm,Human-computer interaction,34,4068,19,3.1,,Zhou Wu,,,,,,,
429,University of Michigan,Schoenebeck,,Grant,2010,University of California - Berkeley,Economics & computation,19,1986,32,12.6,,Hanyue Chen,,,,,,,
429,University of Michigan,Shi,,Yaoyun,2001,Princeton University,Algorithms & complexity,25,2735,5,3,,Haoran Zhang,,,,,,,
429,University of Michigan,Shin,Geun,Kang,1978,Cornell University,"Mobile computing,Computer security,Embedded & real-time systems",109,52367,115,46.7,,Hanyue Chen,,,,,,,
429,University of Michigan,Soloway,,Elliot,1988,University of Massachusetts Amherst,"Human-computer interaction,Artificial intelligence",67,"18,424",13,4.4,too old,Haoran Zhang,,,,,,,
429,University of Michigan,Stout,F,Quentin,1977,Indiana University,"High-performance computing,Algorithms & complexity,Computer vision",45,8050,11,5.9,,Haoran Zhang,,,,,,,
429,University of Michigan,Strauss,,Martin,1995,Rutgers University,Algorithms & complexity,2,32,16,4.9,1,Zhou Wu,,,,,,,
429,University of Michigan,Syed,,Zeeshan,2009,Massachusetts Institute of Technology,"Artificial intelligence,Machine learning & data mining",19,1393,6,2.3,,Haoran Zhang,,,,,,,
429,University of Michigan,Tang,,Lingjia,2012,University of Virginia,Computer architecture,30,3752,29,5.5,,Zhou Wu,,,,,,,
429,University of Michigan,Thompson,Collins,Kevyn,2008,Carnegie Mellon University,"The Web & information retrieval,Natural language processing",34,4296,15,6,,Haoran Zhang,,,,,,,
429,University of Michigan,Wang,,Lu,2015,Cornell University,Natural language processing,15,667,24,8,8,Zhou Wu,,,,,,,
429,University of Michigan,Weimer,,Westley,2005,University of California - Berkeley,"Software engineering,Computer architecture",50,14248,25,6.5,,Zhou Wu,,,,,,,
429,University of Michigan,Wellman,P.,Michael,1988,Massachusetts Institute of Technology,"Artificial intelligence,Economics & computation",68,18259,42,18.1,,Hanyue Chen,,,,,,,
429,University of Michigan,Wiens,,Jenna,2014,Massachusetts Institute of Technology,"Machine learning & data mining,Artificial intelligence",14,839,7,2.3,,Haoran Zhang,,,,,,,
429,University of Michigan,Xu,,Wang,2020,Carnegie Mellon University,,8,626,1,0.3,"no interests,0016",Shihe Shen,,,,,,,
422,University of Maryland - College Park,Abadi,J.,Daniel,2008,Massachusetts Institute of Technology,Databases,47,20738,28,8.6,,Yue Yu,,,,,,,
422,University of Maryland - College Park,Agrawala,K.,Ashok,1970,Harvard University,,46,11258,11,4.4,No interest,Chenziwei,,,,,,,
422,University of Maryland - College Park,Alagic,,Gorjan,2008,University of Connecticut,Cryptography,11,425,6,2.3,,Chenziwei,,,,,,,
422,University of Maryland - College Park,Aloimonos,,Yiannis,1987,University of Rochester,"Computer vision,Robotics",71,13214,62,21.7,,Yue Yu,,,,,,,
422,University of Maryland - College Park,Baras,S.,John,1973,Harvard University,,54,15030,6,2.2,No interest,Chenziwei,,,,,,,
422,University of Maryland - College Park,Barg,,Alexander,1987,Russian Academy of Sciences,,36,4653,1,0.3,"Ph.D. Graduate School not in index2institution.csv, no interest",Siyuan Li,,,,,,,
422,University of Maryland - College Park,Battle,,Leilani,2017,Massachusetts Institute of Technology,"Databases,Human-computer interaction",11,1330,8,1.6,,Chenziwei,,,,,,,
422,University of Maryland - College Park,Bederson,Ben,Benjamin,1992,New York University,Human-computer interaction,66,20418,19,6.8,,Lingsheng Cai,,,,,,,
422,University of Maryland - College Park,Bhatele,,Abhinav,2010,University of Illinois at Urbana-Champaign,High-performance computing,32,3068,25,4.7,,Lingsheng Cai,,,,,,,
422,University of Maryland - College Park,Bhattacharjee,,Bobby,1999,Georgia Institute of Technology,"Computer networks,Mobile computing,Measurement & perf. analysis",36,9894,27,5.9,Citations and h-index data from Segmantic Scholar,Yue Yu,,,,,,,
422,University of Maryland - College Park,Bhattacharyya,S.,Shuvra,1994,University of California - Berkeley,"Design automation,Embedded & real-time systems",41,8101,7,1.8,,Chenziwei,,,,,,,
422,University of Maryland - College Park,Boyd-Graber,L.,Jordan,2009,Princeton University,Natural language processing,36,7349,61,17.7,,Yue Yu,,,,,,,
422,University of Maryland - College Park,Bravo,Corrada,Hector,2008,University of Wisconsin - Madison,,29,9100,3,0.9,No interest,Siyuan Li,,,,,,,
422,University of Maryland - College Park,Carpuat,,Marine,2008,The Hong Kong University of Science and Technology,Natural language processing,26,2125,17,6.4,,Lingsheng Cai,,,,,,,
